uid,accession,title,organism,taxid,length,mol_type,protein_name,create_date,year,submitter
1938335793,QPI83345.1,tagatose-bisphosphate aldolase subunit GatY [Bacillus paranthracis],Bacillus paranthracis,2026186,281,aa,,2020/11/29,2020,
1938335792,QPI83344.1,N-acetylglucosamine-6-phosphate deacetylase [Bacillus paranthracis],Bacillus paranthracis,2026186,387,aa,,2020/11/29,2020,
1938335991,QPI83543.1,cardiolipin synthase [Bacillus paranthracis],Bacillus paranthracis,2026186,394,aa,,2020/11/29,2020,
1938335990,QPI83542.1,acyl-CoA thioesterase [Bacillus paranthracis],Bacillus paranthracis,2026186,168,aa,,2020/11/29,2020,
1938335989,QPI83541.1,TIGR03943 family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,289,aa,,2020/11/29,2020,
1938335988,QPI83540.1,permease [Bacillus paranthracis],Bacillus paranthracis,2026186,298,aa,,2020/11/29,2020,
1938335987,QPI83539.1,magnesium transporter CorA family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,313,aa,,2020/11/29,2020,
1938335986,QPI83538.1,polysaccharide biosynthesis protein [Bacillus paranthracis],Bacillus paranthracis,2026186,459,aa,,2020/11/29,2020,
1938335985,QPI83537.1,DedA family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,200,aa,,2020/11/29,2020,
1938335984,QPI83536.1,NUDIX hydrolase [Bacillus paranthracis],Bacillus paranthracis,2026186,205,aa,,2020/11/29,2020,
1938335983,QPI83535.1,spore coat protein CotH [Bacillus paranthracis],Bacillus paranthracis,2026186,358,aa,,2020/11/29,2020,
1938335982,QPI83534.1,exosporium protein ExsB [Bacillus paranthracis],Bacillus paranthracis,2026186,192,aa,,2020/11/29,2020,
1938335981,QPI83533.1,phosphoserine phosphatase 1 [Bacillus paranthracis],Bacillus paranthracis,2026186,203,aa,,2020/11/29,2020,
1938335980,QPI83532.1,short-chain dehydrogenase [Bacillus paranthracis],Bacillus paranthracis,2026186,181,aa,,2020/11/29,2020,
1938335979,QPI83531.1,FosB/FosD family fosfomycin resistance bacillithiol transferase [Bacillus paranthracis],Bacillus paranthracis,2026186,138,aa,,2020/11/29,2020,
1938335978,QPI83530.1,peptide ABC transporter substrate-binding protein [Bacillus paranthracis],Bacillus paranthracis,2026186,553,aa,,2020/11/29,2020,
1938335977,QPI83529.1,DUF2628 domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,327,aa,,2020/11/29,2020,
1938335976,QPI83528.1,methylated-DNA--[protein]-cysteine S-methyltransferase [Bacillus paranthracis],Bacillus paranthracis,2026186,150,aa,,2020/11/29,2020,
1938335975,QPI83527.1,NADPH dehydrogenase NamA [Bacillus paranthracis],Bacillus paranthracis,2026186,345,aa,,2020/11/29,2020,
1938335974,QPI83526.1,oxidoreductase [Bacillus paranthracis],Bacillus paranthracis,2026186,219,aa,,2020/11/29,2020,
1938335973,QPI83525.1,hypothetical protein I0K14_09855 [Bacillus paranthracis],Bacillus paranthracis,2026186,49,aa,,2020/11/29,2020,
1938335972,QPI83524.1,zinc ABC transporter substrate-binding protein [Bacillus paranthracis],Bacillus paranthracis,2026186,316,aa,,2020/11/29,2020,
1938335971,QPI83523.1,WXG100 family type VII secretion target [Bacillus paranthracis],Bacillus paranthracis,2026186,513,aa,,2020/11/29,2020,
1938335970,QPI83522.1,hypothetical protein I0K14_09840 [Bacillus paranthracis],Bacillus paranthracis,2026186,138,aa,,2020/11/29,2020,
1938335969,QPI83521.1,hypothetical protein I0K14_09835 [Bacillus paranthracis],Bacillus paranthracis,2026186,134,aa,,2020/11/29,2020,
1938335968,QPI83520.1,GNAT family N-acetyltransferase [Bacillus paranthracis],Bacillus paranthracis,2026186,156,aa,,2020/11/29,2020,
1938335967,QPI83519.1,GTP-binding protein [Bacillus paranthracis],Bacillus paranthracis,2026186,316,aa,,2020/11/29,2020,
1938335966,QPI83518.1,aldo/keto reductase [Bacillus paranthracis],Bacillus paranthracis,2026186,300,aa,,2020/11/29,2020,
1938335965,QPI83517.1,GNAT family N-acetyltransferase [Bacillus paranthracis],Bacillus paranthracis,2026186,194,aa,,2020/11/29,2020,
1938335964,QPI83516.1,flavin monoamine oxidase family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,490,aa,,2020/11/29,2020,
1938335963,QPI83515.1,DUF3896 domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,63,aa,,2020/11/29,2020,
1938335962,QPI83514.1,LLM class flavin-dependent oxidoreductase [Bacillus paranthracis],Bacillus paranthracis,2026186,333,aa,,2020/11/29,2020,
1938335961,QPI83513.1,alpha/beta hydrolase [Bacillus paranthracis],Bacillus paranthracis,2026186,314,aa,,2020/11/29,2020,
1938335960,QPI83512.1,DUF3939 domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,151,aa,,2020/11/29,2020,
1938335959,QPI83511.1,DNA starvation/stationary phase protection protein [Bacillus paranthracis],Bacillus paranthracis,2026186,147,aa,,2020/11/29,2020,
1938335958,QPI83510.1,GerAB/ArcD/ProY family transporter [Bacillus paranthracis],Bacillus paranthracis,2026186,346,aa,,2020/11/29,2020,
1938335957,QPI83509.1,DUF3979 family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,122,aa,,2020/11/29,2020,
1938335956,QPI83508.1,hypothetical protein I0K14_09770 [Bacillus paranthracis],Bacillus paranthracis,2026186,101,aa,,2020/11/29,2020,
1938335955,QPI83507.1,methyl-accepting chemotaxis protein [Bacillus paranthracis],Bacillus paranthracis,2026186,660,aa,,2020/11/29,2020,
1938335954,QPI83506.1,ribosome small subunit-dependent GTPase A [Bacillus paranthracis],Bacillus paranthracis,2026186,349,aa,,2020/11/29,2020,
1938335953,QPI83505.1,DUF664 domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,175,aa,,2020/11/29,2020,
1938335952,QPI83504.1,DUF4257 domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,115,aa,,2020/11/29,2020,
1938335951,QPI83503.1,hypothetical protein I0K14_09745 [Bacillus paranthracis],Bacillus paranthracis,2026186,74,aa,,2020/11/29,2020,
1938335950,QPI83502.1,MFS transporter [Bacillus paranthracis],Bacillus paranthracis,2026186,391,aa,,2020/11/29,2020,
1938335949,QPI83501.1,aldo/keto reductase [Bacillus paranthracis],Bacillus paranthracis,2026186,311,aa,,2020/11/29,2020,
1938335948,QPI83500.1,helix-turn-helix transcriptional regulator [Bacillus paranthracis],Bacillus paranthracis,2026186,102,aa,,2020/11/29,2020,
1938335947,QPI83499.1,serine protease [Bacillus paranthracis],Bacillus paranthracis,2026186,316,aa,,2020/11/29,2020,
1938335946,QPI83498.1,AbrB/MazE/SpoVT family DNA-binding domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,95,aa,,2020/11/29,2020,
1938335945,QPI83497.1,ABC transporter permease [Bacillus paranthracis],Bacillus paranthracis,2026186,626,aa,,2020/11/29,2020,
1938335944,QPI83496.1,ammonia-dependent NAD(+) synthetase [Bacillus paranthracis],Bacillus paranthracis,2026186,272,aa,,2020/11/29,2020,
1938335943,QPI83495.1,NUDIX hydrolase [Bacillus paranthracis],Bacillus paranthracis,2026186,153,aa,,2020/11/29,2020,
1938335942,QPI83494.1,DUF4083 domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,65,aa,,2020/11/29,2020,
1938335941,QPI83493.1,peptidase [Bacillus paranthracis],Bacillus paranthracis,2026186,386,aa,,2020/11/29,2020,
1938335940,QPI83492.1,DUF1963 domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,250,aa,,2020/11/29,2020,
1938335939,QPI83491.1,YjcZ family sporulation protein [Bacillus paranthracis],Bacillus paranthracis,2026186,51,aa,,2020/11/29,2020,
1938335938,QPI83490.1,patatin-like phospholipase family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,321,aa,,2020/11/29,2020,
1938335937,QPI83489.1,DUF3933 family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,55,aa,,2020/11/29,2020,
1938335936,QPI83488.1,amino acid transporter [Bacillus paranthracis],Bacillus paranthracis,2026186,204,aa,,2020/11/29,2020,
1938335935,QPI83487.1,alpha/beta-type small acid-soluble spore protein [Bacillus paranthracis],Bacillus paranthracis,2026186,68,aa,,2020/11/29,2020,
1938335934,QPI83486.1,GNAT family N-acetyltransferase [Bacillus paranthracis],Bacillus paranthracis,2026186,174,aa,,2020/11/29,2020,
1938335933,QPI83485.1,MgtC/SapB family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,226,aa,,2020/11/29,2020,
1938335932,QPI83484.1,YkyA family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,218,aa,,2020/11/29,2020,
1938335931,QPI83483.1,polysaccharide deacetylase [Bacillus paranthracis],Bacillus paranthracis,2026186,273,aa,,2020/11/29,2020,
1938335930,QPI83482.1,LCP family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,333,aa,,2020/11/29,2020,
1938335929,QPI83481.1,glycoside hydrolase [Bacillus paranthracis],Bacillus paranthracis,2026186,765,aa,,2020/11/29,2020,
1938335928,QPI83480.1,hypothetical protein I0K14_09620 [Bacillus paranthracis],Bacillus paranthracis,2026186,69,aa,,2020/11/29,2020,
1938335927,QPI83479.1,homoserine kinase [Bacillus paranthracis],Bacillus paranthracis,2026186,297,aa,,2020/11/29,2020,
1938335926,QPI83478.1,threonine synthase [Bacillus paranthracis],Bacillus paranthracis,2026186,352,aa,,2020/11/29,2020,
1938335925,QPI83477.1,homoserine dehydrogenase [Bacillus paranthracis],Bacillus paranthracis,2026186,431,aa,,2020/11/29,2020,
1938335924,QPI83476.1,pyridoxamine 5'-phosphate oxidase family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,212,aa,,2020/11/29,2020,
1938335923,QPI83475.1,NUDIX domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,202,aa,,2020/11/29,2020,
1938335922,QPI83474.1,polysaccharide deacetylase family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,275,aa,,2020/11/29,2020,
1938335921,QPI83473.1,aminoglycoside 6-adenylyltransferase [Bacillus paranthracis],Bacillus paranthracis,2026186,290,aa,,2020/11/29,2020,
1938335920,QPI83472.1,3-ketoacyl-ACP reductase [Bacillus paranthracis],Bacillus paranthracis,2026186,239,aa,,2020/11/29,2020,
1938335919,QPI83471.1,DUF3139 domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,188,aa,,2020/11/29,2020,
1938335918,QPI83470.1,two-component sensor histidine kinase [Bacillus paranthracis],Bacillus paranthracis,2026186,351,aa,,2020/11/29,2020,
1938335917,QPI83469.1,response regulator transcription factor [Bacillus paranthracis],Bacillus paranthracis,2026186,225,aa,,2020/11/29,2020,
1938335916,QPI83468.1,ABC transporter ATP-binding protein [Bacillus paranthracis],Bacillus paranthracis,2026186,586,aa,,2020/11/29,2020,
1938335915,QPI83467.1,alpha/beta hydrolase [Bacillus paranthracis],Bacillus paranthracis,2026186,254,aa,,2020/11/29,2020,
1938335914,QPI83466.1,SH3 domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,420,aa,,2020/11/29,2020,
1938335913,QPI83465.1,DNA mismatch repair protein MutT [Bacillus paranthracis],Bacillus paranthracis,2026186,56,aa,,2020/11/29,2020,
1938335912,QPI83464.1,nitroreductase family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,200,aa,,2020/11/29,2020,
1938335911,QPI83463.1,D-alanyl-D-alanine carboxypeptidase [Bacillus paranthracis],Bacillus paranthracis,2026186,317,aa,,2020/11/29,2020,
1938335910,QPI83462.1,LD-carboxypeptidase [Bacillus paranthracis],Bacillus paranthracis,2026186,333,aa,,2020/11/29,2020,
1938335909,QPI83461.1,EamA family transporter [Bacillus paranthracis],Bacillus paranthracis,2026186,113,aa,,2020/11/29,2020,
1938335908,QPI83460.1,EamA family transporter [Bacillus paranthracis],Bacillus paranthracis,2026186,112,aa,,2020/11/29,2020,
1938335907,QPI83459.1,hypothetical protein I0K14_09510 [Bacillus paranthracis],Bacillus paranthracis,2026186,148,aa,,2020/11/29,2020,
1938335906,QPI83458.1,hypothetical protein I0K14_09505 [Bacillus paranthracis],Bacillus paranthracis,2026186,73,aa,,2020/11/29,2020,
1938335905,QPI83457.1,acyltransferase [Bacillus paranthracis],Bacillus paranthracis,2026186,188,aa,,2020/11/29,2020,
1938335904,QPI83456.1,DegT/DnrJ/EryC1/StrS family aminotransferase [Bacillus paranthracis],Bacillus paranthracis,2026186,376,aa,,2020/11/29,2020,
1938335903,QPI83455.1,glycosyltransferase [Bacillus paranthracis],Bacillus paranthracis,2026186,853,aa,,2020/11/29,2020,
1938335902,QPI83454.1,hypothetical protein I0K14_09485 [Bacillus paranthracis],Bacillus paranthracis,2026186,382,aa,,2020/11/29,2020,
1938335901,QPI83453.1,thiol reductant ABC exporter subunit CydC [Bacillus paranthracis],Bacillus paranthracis,2026186,574,aa,,2020/11/29,2020,
1938335900,QPI83452.1,thiol reductant ABC exporter subunit CydD [Bacillus paranthracis],Bacillus paranthracis,2026186,571,aa,,2020/11/29,2020,
1938335899,QPI83451.1,cytochrome d ubiquinol oxidase subunit II [Bacillus paranthracis],Bacillus paranthracis,2026186,338,aa,,2020/11/29,2020,
1938335898,QPI83450.1,cytochrome ubiquinol oxidase subunit I [Bacillus paranthracis],Bacillus paranthracis,2026186,467,aa,,2020/11/29,2020,
1938335897,QPI83449.1,LLM class flavin-dependent oxidoreductase [Bacillus paranthracis],Bacillus paranthracis,2026186,351,aa,,2020/11/29,2020,
1938335896,QPI83448.1,MarR family transcriptional regulator [Bacillus paranthracis],Bacillus paranthracis,2026186,147,aa,,2020/11/29,2020,
1938335895,QPI83447.1,tautomerase family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,135,aa,,2020/11/29,2020,
1938335894,QPI83446.1,DUF4865 family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,179,aa,,2020/11/29,2020,
1938335893,QPI83445.1,LysR family transcriptional regulator [Bacillus paranthracis],Bacillus paranthracis,2026186,262,aa,,2020/11/29,2020,
1938335892,QPI83444.1,branched-chain amino acid ABC transporter permease [Bacillus paranthracis],Bacillus paranthracis,2026186,286,aa,,2020/11/29,2020,
1938335891,QPI83443.1,ABC transporter ATP-binding protein [Bacillus paranthracis],Bacillus paranthracis,2026186,233,aa,,2020/11/29,2020,
1938335890,QPI83442.1,ABC transporter ATP-binding protein [Bacillus paranthracis],Bacillus paranthracis,2026186,257,aa,,2020/11/29,2020,
1938335889,QPI83441.1,substrate-binding domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,405,aa,,2020/11/29,2020,
1938335888,QPI83440.1,3-oxoacyl-ACP synthase [Bacillus paranthracis],Bacillus paranthracis,2026186,331,aa,,2020/11/29,2020,
1938335887,QPI83439.1,MaoC family dehydratase [Bacillus paranthracis],Bacillus paranthracis,2026186,138,aa,,2020/11/29,2020,
1938335886,QPI83438.1,o-succinylbenzoate--CoA ligase [Bacillus paranthracis],Bacillus paranthracis,2026186,496,aa,,2020/11/29,2020,
1938335885,QPI83437.1,TetR/AcrR family transcriptional regulator [Bacillus paranthracis],Bacillus paranthracis,2026186,201,aa,,2020/11/29,2020,
1938335884,QPI83436.1,GTP-binding protein [Bacillus paranthracis],Bacillus paranthracis,2026186,307,aa,,2020/11/29,2020,
1938335883,QPI83435.1,flavin monoamine oxidase family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,478,aa,,2020/11/29,2020,
1938335882,QPI83434.1,L-lactate dehydrogenase [Bacillus paranthracis],Bacillus paranthracis,2026186,314,aa,,2020/11/29,2020,
1938335881,QPI83433.1,AI-2E family transporter [Bacillus paranthracis],Bacillus paranthracis,2026186,337,aa,,2020/11/29,2020,
1938335880,QPI83432.1,amidase [Bacillus paranthracis],Bacillus paranthracis,2026186,536,aa,,2020/11/29,2020,
1938335879,QPI83431.1,nitroreductase family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,200,aa,,2020/11/29,2020,
1938335878,QPI83430.1,DsbA family oxidoreductase [Bacillus paranthracis],Bacillus paranthracis,2026186,216,aa,,2020/11/29,2020,
1938335877,QPI83429.1,Rrf2 family transcriptional regulator [Bacillus paranthracis],Bacillus paranthracis,2026186,143,aa,,2020/11/29,2020,
1938335876,QPI83428.1,LysR family transcriptional regulator [Bacillus paranthracis],Bacillus paranthracis,2026186,289,aa,,2020/11/29,2020,
1938335875,QPI83427.1,DMT family transporter [Bacillus paranthracis],Bacillus paranthracis,2026186,301,aa,,2020/11/29,2020,
1938335874,QPI83426.1,alpha/beta hydrolase [Bacillus paranthracis],Bacillus paranthracis,2026186,258,aa,,2020/11/29,2020,
1938335873,QPI83425.1,DUF1775 domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,206,aa,,2020/11/29,2020,
1938335872,QPI83424.1,copper resistance protein CopC [Bacillus paranthracis],Bacillus paranthracis,2026186,549,aa,,2020/11/29,2020,
1938335871,QPI83423.1,VOC family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,139,aa,,2020/11/29,2020,
1938335870,QPI83422.1,branched-chain amino acid transport system II carrier protein [Bacillus paranthracis],Bacillus paranthracis,2026186,452,aa,,2020/11/29,2020,
1938335869,QPI83421.1,FMN-dependent NADH-azoreductase [Bacillus paranthracis],Bacillus paranthracis,2026186,230,aa,,2020/11/29,2020,
1938335868,QPI83420.1,arsenic resistance protein [Bacillus paranthracis],Bacillus paranthracis,2026186,321,aa,,2020/11/29,2020,
1938335867,QPI83419.1,MFS transporter [Bacillus paranthracis],Bacillus paranthracis,2026186,405,aa,,2020/11/29,2020,
1938335866,QPI83418.1,DUF4153 domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,415,aa,,2020/11/29,2020,
1938335865,QPI83417.1,DNA topoisomerase III [Bacillus paranthracis],Bacillus paranthracis,2026186,714,aa,,2020/11/29,2020,
1938335864,QPI83416.1,hypothetical protein I0K14_09285 [Bacillus paranthracis],Bacillus paranthracis,2026186,181,aa,,2020/11/29,2020,
1938335863,QPI83415.1,pentapeptide repeat-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,211,aa,,2020/11/29,2020,
1938335862,QPI83414.1,aminopeptidase P family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,427,aa,,2020/11/29,2020,
1938335861,QPI83413.1,DUF896 domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,76,aa,,2020/11/29,2020,
1938335860,QPI83412.1,cytochrome c biogenesis protein CcdC [Bacillus paranthracis],Bacillus paranthracis,2026186,159,aa,,2020/11/29,2020,
1938335859,QPI83411.1,cytidine deaminase [Bacillus paranthracis],Bacillus paranthracis,2026186,131,aa,,2020/11/29,2020,
1938335858,QPI83410.1,pyrimidine-nucleoside phosphorylase [Bacillus paranthracis],Bacillus paranthracis,2026186,433,aa,,2020/11/29,2020,
1938335857,QPI83409.1,NupC/NupG family nucleoside CNT transporter [Bacillus paranthracis],Bacillus paranthracis,2026186,393,aa,,2020/11/29,2020,
1938335856,QPI83408.1,deoxyribose-phosphate aldolase [Bacillus paranthracis],Bacillus paranthracis,2026186,223,aa,,2020/11/29,2020,
1938335855,QPI83407.1,sugar-binding transcriptional regulator [Bacillus paranthracis],Bacillus paranthracis,2026186,316,aa,,2020/11/29,2020,
1938335854,QPI83406.1,LysE family translocator [Bacillus paranthracis],Bacillus paranthracis,2026186,208,aa,,2020/11/29,2020,
1938335853,QPI83405.1,HBL/NHE enterotoxin family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,359,aa,,2020/11/29,2020,
1938335852,QPI83404.1,non-hemolytic enterotoxin NHE subunit B [Bacillus paranthracis],Bacillus paranthracis,2026186,402,aa,,2020/11/29,2020,
1938335851,QPI83403.1,non-hemolytic enterotoxin NHE subunit A [Bacillus paranthracis],Bacillus paranthracis,2026186,386,aa,,2020/11/29,2020,
1938335850,QPI83402.1,APC family permease [Bacillus paranthracis],Bacillus paranthracis,2026186,608,aa,,2020/11/29,2020,
1938335849,QPI83401.1,2-dehydropantoate 2-reductase [Bacillus paranthracis],Bacillus paranthracis,2026186,314,aa,,2020/11/29,2020,
1938335848,QPI83400.1,hypothetical protein I0K14_09205 [Bacillus paranthracis],Bacillus paranthracis,2026186,491,aa,,2020/11/29,2020,
1938335847,QPI83399.1,rhodanese-related sulfurtransferase [Bacillus paranthracis],Bacillus paranthracis,2026186,319,aa,,2020/11/29,2020,
1938335846,QPI83398.1,Nramp family divalent metal transporter [Bacillus paranthracis],Bacillus paranthracis,2026186,431,aa,,2020/11/29,2020,
1938335845,QPI83397.1,alpha/beta hydrolase [Bacillus paranthracis],Bacillus paranthracis,2026186,282,aa,,2020/11/29,2020,
1938335844,QPI83396.1,peptidoglycan DD-metalloendopeptidase family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,286,aa,,2020/11/29,2020,
1938335843,QPI83395.1,HAMP domain-containing histidine kinase [Bacillus paranthracis],Bacillus paranthracis,2026186,355,aa,,2020/11/29,2020,
1938335842,QPI83394.1,response regulator transcription factor [Bacillus paranthracis],Bacillus paranthracis,2026186,232,aa,,2020/11/29,2020,
1938335841,QPI83393.1,GNAT family N-acetyltransferase [Bacillus paranthracis],Bacillus paranthracis,2026186,176,aa,,2020/11/29,2020,
1938335840,QPI83392.1,class I SAM-dependent methyltransferase [Bacillus paranthracis],Bacillus paranthracis,2026186,607,aa,,2020/11/29,2020,
1938335839,QPI83391.1,hypothetical protein I0K14_09155 [Bacillus paranthracis],Bacillus paranthracis,2026186,126,aa,,2020/11/29,2020,
1938335838,QPI83390.1,DUF4176 domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,94,aa,,2020/11/29,2020,
1938335837,QPI83389.1,hypothetical protein I0K14_09145 [Bacillus paranthracis],Bacillus paranthracis,2026186,69,aa,,2020/11/29,2020,
1938335836,QPI83388.1,WXG100 family type VII secretion target [Bacillus paranthracis],Bacillus paranthracis,2026186,290,aa,,2020/11/29,2020,
1938335835,QPI83387.1,ABC transporter ATP-binding protein [Bacillus paranthracis],Bacillus paranthracis,2026186,261,aa,,2020/11/29,2020,
1938335834,QPI83386.1,peptide ABC transporter substrate-binding protein [Bacillus paranthracis],Bacillus paranthracis,2026186,542,aa,,2020/11/29,2020,
1938335833,QPI83385.1,alpha/beta fold hydrolase [Bacillus paranthracis],Bacillus paranthracis,2026186,460,aa,,2020/11/29,2020,
1938335832,QPI83384.1,bifunctional S-methyl-5'-thioadenosine deaminase/S-adenosylhomocysteine deaminase [Bacillus paranthracis],Bacillus paranthracis,2026186,441,aa,,2020/11/29,2020,
1938335831,QPI83383.1,hypothetical protein I0K14_09115 [Bacillus paranthracis],Bacillus paranthracis,2026186,119,aa,,2020/11/29,2020,
1938335830,QPI83382.1,GNAT family N-acetyltransferase [Bacillus paranthracis],Bacillus paranthracis,2026186,147,aa,,2020/11/29,2020,
1938335829,QPI83381.1,acetyl-CoA hydrolase/transferase family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,504,aa,,2020/11/29,2020,
1938335828,QPI83380.1,LytTR family transcriptional regulator DNA-binding domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,214,aa,,2020/11/29,2020,
1938335827,QPI83379.1,alpha/beta hydrolase [Bacillus paranthracis],Bacillus paranthracis,2026186,307,aa,,2020/11/29,2020,
1938335826,QPI83378.1,dioxygenase [Bacillus paranthracis],Bacillus paranthracis,2026186,253,aa,,2020/11/29,2020,
1938335825,QPI83377.1,multidrug efflux MFS transporter [Bacillus paranthracis],Bacillus paranthracis,2026186,404,aa,,2020/11/29,2020,
1938335824,QPI83376.1,GNAT family N-acetyltransferase [Bacillus paranthracis],Bacillus paranthracis,2026186,283,aa,,2020/11/29,2020,
1938335823,QPI83375.1,DUF554 domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,238,aa,,2020/11/29,2020,
1938335822,QPI83374.1,CapA family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,367,aa,,2020/11/29,2020,
1938335821,QPI83373.1,hypothetical protein I0K14_09065 [Bacillus paranthracis],Bacillus paranthracis,2026186,75,aa,,2020/11/29,2020,
1938335820,QPI83372.1,threonine ammonia-lyase IlvA [Bacillus paranthracis],Bacillus paranthracis,2026186,420,aa,,2020/11/29,2020,
1938335819,QPI83371.1,dihydroxy-acid dehydratase [Bacillus paranthracis],Bacillus paranthracis,2026186,557,aa,,2020/11/29,2020,
1938335818,QPI83370.1,ketol-acid reductoisomerase [Bacillus paranthracis],Bacillus paranthracis,2026186,335,aa,,2020/11/29,2020,
1938335817,QPI83369.1,ACT domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,70,aa,,2020/11/29,2020,
1938335816,QPI83368.1,acetolactate synthase large subunit [Bacillus paranthracis],Bacillus paranthracis,2026186,571,aa,,2020/11/29,2020,
1938335815,QPI83367.1,branched-chain-amino-acid transaminase [Bacillus paranthracis],Bacillus paranthracis,2026186,299,aa,,2020/11/29,2020,
1938335814,QPI83366.1,peptide-methionine (S)-S-oxide reductase MsrA [Bacillus paranthracis],Bacillus paranthracis,2026186,178,aa,,2020/11/29,2020,
1938335813,QPI83365.1,hypothetical protein I0K14_09025 [Bacillus paranthracis],Bacillus paranthracis,2026186,66,aa,,2020/11/29,2020,
1938335812,QPI83364.1,elongation factor G-binding protein [Bacillus paranthracis],Bacillus paranthracis,2026186,213,aa,,2020/11/29,2020,
1938335811,QPI83363.1,DUF421 domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,228,aa,,2020/11/29,2020,
1938335810,QPI83362.1,hypothetical protein I0K14_09010 [Bacillus paranthracis],Bacillus paranthracis,2026186,87,aa,,2020/11/29,2020,
1938335809,QPI83361.1,polysaccharide deacetylase family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,234,aa,,2020/11/29,2020,
1938335808,QPI83360.1,sodium-dependent transporter [Bacillus paranthracis],Bacillus paranthracis,2026186,445,aa,,2020/11/29,2020,
1938335807,QPI83359.1,polysaccharide biosynthesis protein [Bacillus paranthracis],Bacillus paranthracis,2026186,544,aa,,2020/11/29,2020,
1938335806,QPI83358.1,DUF4037 domain-containing protein [Bacillus paranthracis],Bacillus paranthracis,2026186,274,aa,,2020/11/29,2020,
1938335805,QPI83357.1,GNAT family N-acetyltransferase [Bacillus paranthracis],Bacillus paranthracis,2026186,170,aa,,2020/11/29,2020,
1938335804,QPI83356.1,cysteine synthase A [Bacillus paranthracis],Bacillus paranthracis,2026186,305,aa,,2020/11/29,2020,
1938335803,QPI83355.1,MFS transporter [Bacillus paranthracis],Bacillus paranthracis,2026186,403,aa,,2020/11/29,2020,
1938335802,QPI83354.1,peptide ABC transporter substrate-binding protein [Bacillus paranthracis],Bacillus paranthracis,2026186,546,aa,,2020/11/29,2020,
1938335801,QPI83353.1,GTPase HflX [Bacillus paranthracis],Bacillus paranthracis,2026186,419,aa,,2020/11/29,2020,
1938335800,QPI83352.1,ketoacyl-ACP synthase III [Bacillus paranthracis],Bacillus paranthracis,2026186,327,aa,,2020/11/29,2020,
1938335799,QPI83351.1,MFS transporter [Bacillus paranthracis],Bacillus paranthracis,2026186,424,aa,,2020/11/29,2020,
1938335798,QPI83350.1,MFS transporter [Bacillus paranthracis],Bacillus paranthracis,2026186,582,aa,,2020/11/29,2020,
1938335797,QPI83349.1,helix-turn-helix transcriptional regulator [Bacillus paranthracis],Bacillus paranthracis,2026186,179,aa,,2020/11/29,2020,
1938335796,QPI83348.1,UDP-galactose-lipid carrier transferase [Bacillus paranthracis],Bacillus paranthracis,2026186,264,aa,,2020/11/29,2020,
1938335795,QPI83347.1,ROK family protein [Bacillus paranthracis],Bacillus paranthracis,2026186,313,aa,,2020/11/29,2020,
