uid,accession,title,organism,taxid,length,mol_type,create_date,year
2741280596,PP893158.1,"Paenibacillus polymyxa strain PSNHD 1 16S ribosomal RNA gene, partial sequence",Paenibacillus polymyxa,1406,1378,dna,2024/06/15,2024
2738702277,PP859288.1,"Bacillus licheniformis strain KRKJVR 7 16S ribosomal RNA gene, partial sequence",Bacillus licheniformis,1402,1330,dna,2024/06/07,2024
2738702276,PP859287.1,"Bacillus tropicus strain KRKJVR5 16S ribosomal RNA gene, partial sequence",Bacillus tropicus,2026188,1287,dna,2024/06/07,2024
2708088051,PP575820.1,"Bacillus sp. (in: firmicutes) strain DRS4 16S ribosomal RNA gene, partial sequence",Bacillus sp. (in: firmicutes),1409,1110,dna,2024/04/07,2024
2659172618,PP210024.1,"Proteus mirabilis strain KSM15 16S ribosomal RNA gene, partial sequence",Proteus mirabilis,584,1479,dna,2024/01/30,2024
2659145896,PP210021.1,"Pseudomonas aeruginosa strain KSA11 16S ribosomal RNA gene, partial sequence",Pseudomonas aeruginosa,287,1313,dna,2024/01/30,2024
2637988353,OR999897.1,"Bacillus subtilis strain GH2 16S ribosomal RNA gene, partial sequence",Bacillus subtilis,1423,1076,dna,2023/12/26,2023
2610328265,OR754042.1,"Stenotrophomonas sp. strain LMY 16S ribosomal RNA gene, partial sequence",Stenotrophomonas sp.,69392,1407,dna,2023/11/05,2023
2605142141,CP136922.1,"Stenotrophomonas maltophilia strain 503 chromosome, complete genome",Stenotrophomonas maltophilia,40324,4857915,dna,2023/10/29,2023
2212010046,NZ_JAHWCP010000226.1,"Bacillus cereus strain HD1 BD4_scaffold226, whole genome shotgun sequence",Bacillus cereus,1396,3133,dna,2022/03/25,2022
2212010029,NZ_JAHWCP010000210.1,"Bacillus cereus strain HD1 BD4_scaffold210, whole genome shotgun sequence",Bacillus cereus,1396,4241,dna,2022/03/25,2022
2212010019,NZ_JAHWCP010000201.1,"Bacillus cereus strain HD1 BD4_scaffold201, whole genome shotgun sequence",Bacillus cereus,1396,4709,dna,2022/03/25,2022
2212009752,NZ_JAHWCP010000100.1,"Bacillus cereus strain HD1 BD4_scaffold100, whole genome shotgun sequence",Bacillus cereus,1396,18150,dna,2022/03/25,2022
2048696694,NZ_JABTTS010000202.1,"Streptomyces sp. CHD11 scaffold212_size304, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,304,dna,2021/06/04,2021
2048696691,NZ_JABTTS010000199.1,"Streptomyces sp. CHD11 scaffold209_size305, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,305,dna,2021/06/04,2021
2048696690,NZ_JABTTS010000198.1,"Streptomyces sp. CHD11 scaffold208_size305, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,305,dna,2021/06/04,2021
2048696685,NZ_JABTTS010000193.1,"Streptomyces sp. CHD11 scaffold203_size308, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,308,dna,2021/06/04,2021
2048696684,NZ_JABTTS010000192.1,"Streptomyces sp. CHD11 scaffold202_size309, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,309,dna,2021/06/04,2021
2048696682,NZ_JABTTS010000190.1,"Streptomyces sp. CHD11 scaffold200_size311, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,311,dna,2021/06/04,2021
2048696681,NZ_JABTTS010000189.1,"Streptomyces sp. CHD11 scaffold199_size313, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,313,dna,2021/06/04,2021
2048696677,NZ_JABTTS010000185.1,"Streptomyces sp. CHD11 scaffold195_size315, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,315,dna,2021/06/04,2021
2048696676,NZ_JABTTS010000184.1,"Streptomyces sp. CHD11 scaffold194_size315, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,315,dna,2021/06/04,2021
2048696675,NZ_JABTTS010000183.1,"Streptomyces sp. CHD11 scaffold193_size317, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,317,dna,2021/06/04,2021
2048696674,NZ_JABTTS010000182.1,"Streptomyces sp. CHD11 scaffold192_size318, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,318,dna,2021/06/04,2021
2048696673,NZ_JABTTS010000181.1,"Streptomyces sp. CHD11 scaffold191_size319, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,319,dna,2021/06/04,2021
2048696669,NZ_JABTTS010000177.1,"Streptomyces sp. CHD11 scaffold187_size320, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,320,dna,2021/06/04,2021
2048696668,NZ_JABTTS010000176.1,"Streptomyces sp. CHD11 scaffold186_size321, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,321,dna,2021/06/04,2021
2048696667,NZ_JABTTS010000175.1,"Streptomyces sp. CHD11 scaffold185_size321, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,321,dna,2021/06/04,2021
2048696666,NZ_JABTTS010000174.1,"Streptomyces sp. CHD11 scaffold184_size321, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,321,dna,2021/06/04,2021
2048696663,NZ_JABTTS010000171.1,"Streptomyces sp. CHD11 scaffold181_size324, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,324,dna,2021/06/04,2021
2048696660,NZ_JABTTS010000168.1,"Streptomyces sp. CHD11 scaffold178_size329, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,329,dna,2021/06/04,2021
2048696659,NZ_JABTTS010000167.1,"Streptomyces sp. CHD11 scaffold177_size329, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,329,dna,2021/06/04,2021
2048696658,NZ_JABTTS010000166.1,"Streptomyces sp. CHD11 scaffold176_size329, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,329,dna,2021/06/04,2021
2048696657,NZ_JABTTS010000165.1,"Streptomyces sp. CHD11 scaffold175_size331, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,331,dna,2021/06/04,2021
2048696654,NZ_JABTTS010000162.1,"Streptomyces sp. CHD11 scaffold172_size332, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,332,dna,2021/06/04,2021
2048696653,NZ_JABTTS010000161.1,"Streptomyces sp. CHD11 scaffold171_size333, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,333,dna,2021/06/04,2021
2048696652,NZ_JABTTS010000160.1,"Streptomyces sp. CHD11 scaffold170_size333, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,333,dna,2021/06/04,2021
2048696650,NZ_JABTTS010000158.1,"Streptomyces sp. CHD11 scaffold168_size335, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,335,dna,2021/06/04,2021
2048696646,NZ_JABTTS010000154.1,"Streptomyces sp. CHD11 scaffold164_size336, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,336,dna,2021/06/04,2021
2048696642,NZ_JABTTS010000150.1,"Streptomyces sp. CHD11 scaffold160_size338, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,338,dna,2021/06/04,2021
2048696641,NZ_JABTTS010000149.1,"Streptomyces sp. CHD11 scaffold159_size338, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,338,dna,2021/06/04,2021
2048696640,NZ_JABTTS010000148.1,"Streptomyces sp. CHD11 scaffold158_size339, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,339,dna,2021/06/04,2021
2048696639,NZ_JABTTS010000147.1,"Streptomyces sp. CHD11 scaffold157_size340, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,340,dna,2021/06/04,2021
2048696638,NZ_JABTTS010000146.1,"Streptomyces sp. CHD11 scaffold156_size340, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,340,dna,2021/06/04,2021
2048696636,NZ_JABTTS010000144.1,"Streptomyces sp. CHD11 scaffold154_size341, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,341,dna,2021/06/04,2021
2048696634,NZ_JABTTS010000142.1,"Streptomyces sp. CHD11 scaffold152_size348, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,348,dna,2021/06/04,2021
2048696633,NZ_JABTTS010000141.1,"Streptomyces sp. CHD11 scaffold151_size349, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,349,dna,2021/06/04,2021
2048696628,NZ_JABTTS010000136.1,"Streptomyces sp. CHD11 scaffold145_size358, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,358,dna,2021/06/04,2021
2048696627,NZ_JABTTS010000135.1,"Streptomyces sp. CHD11 scaffold144_size358, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,358,dna,2021/06/04,2021
2048696626,NZ_JABTTS010000134.1,"Streptomyces sp. CHD11 scaffold143_size358, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,358,dna,2021/06/04,2021
2048696625,NZ_JABTTS010000133.1,"Streptomyces sp. CHD11 scaffold142_size359, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,359,dna,2021/06/04,2021
2048696624,NZ_JABTTS010000132.1,"Streptomyces sp. CHD11 scaffold141_size359, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,359,dna,2021/06/04,2021
2048696623,NZ_JABTTS010000131.1,"Streptomyces sp. CHD11 scaffold139_size361, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,361,dna,2021/06/04,2021
2048696621,NZ_JABTTS010000129.1,"Streptomyces sp. CHD11 scaffold137_size362, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,362,dna,2021/06/04,2021
2048696619,NZ_JABTTS010000127.1,"Streptomyces sp. CHD11 scaffold135_size365, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,365,dna,2021/06/04,2021
2048696618,NZ_JABTTS010000126.1,"Streptomyces sp. CHD11 scaffold134_size366, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,366,dna,2021/06/04,2021
2048696617,NZ_JABTTS010000125.1,"Streptomyces sp. CHD11 scaffold133_size368, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,368,dna,2021/06/04,2021
2048696616,NZ_JABTTS010000124.1,"Streptomyces sp. CHD11 scaffold132_size369, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,369,dna,2021/06/04,2021
2048696612,NZ_JABTTS010000120.1,"Streptomyces sp. CHD11 scaffold128_size371, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,371,dna,2021/06/04,2021
2048696607,NZ_JABTTS010000115.1,"Streptomyces sp. CHD11 scaffold123_size374, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,374,dna,2021/06/04,2021
2048696606,NZ_JABTTS010000114.1,"Streptomyces sp. CHD11 scaffold122_size376, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,376,dna,2021/06/04,2021
2048696603,NZ_JABTTS010000111.1,"Streptomyces sp. CHD11 scaffold119_size384, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,384,dna,2021/06/04,2021
2048696602,NZ_JABTTS010000110.1,"Streptomyces sp. CHD11 scaffold118_size385, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,385,dna,2021/06/04,2021
2048696600,NZ_JABTTS010000108.1,"Streptomyces sp. CHD11 scaffold116_size391, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,391,dna,2021/06/04,2021
2048696598,NZ_JABTTS010000106.1,"Streptomyces sp. CHD11 scaffold114_size397, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,397,dna,2021/06/04,2021
2048696597,NZ_JABTTS010000105.1,"Streptomyces sp. CHD11 scaffold113_size399, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,399,dna,2021/06/04,2021
2048696596,NZ_JABTTS010000104.1,"Streptomyces sp. CHD11 scaffold112_size400, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,400,dna,2021/06/04,2021
2048696593,NZ_JABTTS010000101.1,"Streptomyces sp. CHD11 scaffold108_size415, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,415,dna,2021/06/04,2021
2048696589,NZ_JABTTS010000097.1,"Streptomyces sp. CHD11 scaffold104_size425, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,425,dna,2021/06/04,2021
2048696588,NZ_JABTTS010000096.1,"Streptomyces sp. CHD11 scaffold103_size431, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,431,dna,2021/06/04,2021
2048696586,NZ_JABTTS010000094.1,"Streptomyces sp. CHD11 scaffold100_size448, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,448,dna,2021/06/04,2021
2048696584,NZ_JABTTS010000092.1,"Streptomyces sp. CHD11 scaffold96_size453, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,453,dna,2021/06/04,2021
2048696582,NZ_JABTTS010000090.1,"Streptomyces sp. CHD11 scaffold94_size471, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,471,dna,2021/06/04,2021
2048696579,NZ_JABTTS010000087.1,"Streptomyces sp. CHD11 scaffold90_size501, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,501,dna,2021/06/04,2021
2048696578,NZ_JABTTS010000086.1,"Streptomyces sp. CHD11 scaffold89_size514, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,514,dna,2021/06/04,2021
2048696577,NZ_JABTTS010000085.1,"Streptomyces sp. CHD11 scaffold87_size316, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,310,dna,2021/06/04,2021
2048696575,NZ_JABTTS010000083.1,"Streptomyces sp. CHD11 scaffold85_size664, whole genome shotgun sequence",Streptomyces sp. CHD11,2741325,664,dna,2021/06/04,2021
2550192349,OQ656312.1,"Bacillus paralicheniformis strain BL.HK alkaline serine protease gene, complete cds",Bacillus paralicheniformis,1648923,1140,dna,2023/07/26,2023
2225259389,CP095462.1,"Ectobacillus sp. JY-23 chromosome, complete genome",Ectobacillus sp. JY-23,2933872,3893080,dna,2022/04/18,2022
2522915539,OR165797.1,"Priestia flexa strain n20 16S ribosomal RNA gene, partial sequence",Priestia flexa,86664,577,dna,2023/06/27,2023
2512317065,LC767644.1,"Kocuria rhizophila PN13 16S ribosomal RNA gene, partial sequence",Kocuria rhizophila,72000,1471,dna,2023/05/30,2023
2497660959,OQ888794.1,"Brucella sp. strain FDS1 16S ribosomal RNA gene, partial sequence",Brucella sp.,52132,1097,dna,2023/05/03,2023
2492817093,OQ851957.1,"Bacillus aerius strain MM02_SMBKMF2 16S ribosomal RNA gene, partial sequence",Bacillus aerius,293388,1411,dna,2023/04/26,2023
2492812754,OQ851955.1,"Corynebacterium xerosis strain MM01_SMBKMF1 16S ribosomal RNA gene, partial sequence",Corynebacterium xerosis,1725,1320,dna,2023/04/26,2023
2491167495,OP515527.1,"Bacillus sp. JY-23 KerJY-23 gene, complete cds",Ectobacillus sp. JY-23,2933872,1626,dna,2023/04/24,2023
2477332110,OQ772304.1,"Stenotrophomonas maltophilia strain AR6 16S ribosomal RNA gene, partial sequence",Stenotrophomonas maltophilia,40324,1150,dna,2023/04/12,2023
2459523450,OQ630542.1,"Proteus vulgaris strain K9 16S ribosomal RNA gene, partial sequence",Proteus vulgaris,585,1394,dna,2023/03/21,2023
2459523449,OQ630541.1,"Bacillus subtilis strain K5 16S ribosomal RNA gene, partial sequence",Bacillus subtilis,1423,1405,dna,2023/03/21,2023
2441887469,OQ410466.1,"Mesobacillus thioparans strain JAS 16S ribosomal RNA gene, partial sequence",Mesobacillus thioparans,370439,1099,dna,2023/02/14,2023
2323625267,OP748783.1,"Bacillus cereus strain TP1 16S ribosomal RNA gene, partial sequence",Bacillus cereus,1396,1479,dna,2022/11/07,2022
2323625266,OP748782.1,"Bacillus cereus strain JP1 16S ribosomal RNA gene, partial sequence",Bacillus cereus,1396,1419,dna,2022/11/07,2022
2323625265,OP748781.1,"Bacillus cereus strain PP1 16S ribosomal RNA gene, partial sequence",Bacillus cereus,1396,1470,dna,2022/11/07,2022
2300745177,OP420549.1,"Bacillus thuringiensis strain VP4 16S ribosomal RNA gene, partial sequence",Bacillus thuringiensis,1428,1468,dna,2022/09/18,2022
2277455530,OP068210.1,"Brucella pseudintermedia strain K7 16S ribosomal RNA gene, partial sequence",Brucella pseudintermedia,370111,850,dna,2022/07/31,2022
2210439797,JAHWCP000000000.1,"Bacillus cereus strain HD1, whole genome shotgun sequencing project",Bacillus cereus,1396,301,dna,2022/03/21,2022
2191859733,OM638711.1,"Bacillus sp. (in: Bacteria) strain CSMK15 16S ribosomal RNA gene, partial sequence",Bacillus sp. (in: firmicutes),1409,902,dna,2022/02/15,2022
2188392003,OM510278.1,"Bacillus wiedmannii strain SAB10 16S ribosomal RNA gene, partial sequence",Bacillus wiedmannii,1890302,1426,dna,2022/02/09,2022
